Epoch,Training_Loss,Testing_Loss
1,0.3652812312543392,0.16582034587860106
2,0.025577534064650534,0.029248914420604705
3,0.01792183604091406,0.01443878885358572
4,0.015530141331255435,0.011501760967075825
5,0.013252245783805848,0.016662155613303184
6,0.011460706181824208,0.016557223983108996
7,0.014166615307331085,0.010882824957370758
8,0.013899670615792274,0.006331281010061502
9,0.009542758017778397,0.008503409381955863
10,0.008714807480573654,0.005737672075629235
11,0.008962812460958957,0.006095939027145505
12,0.009210775755345822,0.008373358640819789
13,0.010211503840982914,0.005479111671447754
14,0.010944267213344573,0.008610069565474988
15,0.009059977196156978,0.0071446690801531074
16,0.0078038409724831585,0.005628653410822153
17,0.008022669553756714,0.007711302265524864
18,0.010082883220165968,0.00747996324673295
19,0.010385736599564552,0.006153377974405885
20,0.007617728430777788,0.005775413699448109
21,0.008491091169416905,0.007833952000364661
22,0.009580519571900368,0.007170508112758398
23,0.008838052675127984,0.0073754675127565865
24,0.008626143373548984,0.0051189821166917684
25,0.008142315205186606,0.005055985245853663
26,0.0064498063549399375,0.007947394344955682
27,0.011623369716107845,0.012651321608573199
28,0.01182889763265848,0.012140152882784605
29,0.011790188774466515,0.009305827915668488
30,0.011135677993297576,0.008609910663217306
