Epoch,Training_Loss,Testing_Loss
136,0.5644006848335266,0.7382595300674438
137,0.5725512742996216,0.7473286628723145
138,0.572682136297226,0.6824386596679688
139,0.5682472288608551,0.7170108556747437
140,0.5086420893669128,0.6308521032333374
141,0.5496556222438812,0.6193502187728882
142,0.4585007607936859,0.6037110328674317
143,0.43185836672782896,0.5698892116546631
144,0.4527353346347809,0.5547409534454346
145,0.365635085105896,0.5445266485214233
146,0.41244872808456423,0.5363162755966187
147,0.4531804919242859,0.4813342809677124
148,0.4081664979457855,0.4733664751052856
149,0.3985274493694305,0.4637688159942627
150,0.39947168827056884,0.4143701076507568
151,0.3591180622577667,0.41907362937927245
152,0.348293262720108,0.41420888900756836
153,0.3568333387374878,0.38541661500930785
154,0.33113624453544616,0.37846735715866087
155,0.43292146027088163,0.3924730658531189
156,0.341036719083786,0.3647351026535034
157,0.2842986434698105,0.386392080783844
158,0.273902827501297,0.36770225763320924
159,0.31701141893863677,0.3580464482307434
160,0.2988529741764069,0.3331812620162964
161,0.2968386709690094,0.32337496280670164
162,0.33980309367179873,0.2943686366081238
163,0.31287348866462705,0.28838601112365725
164,0.26359246373176576,0.2768983244895935
165,0.2789327144622803,0.24966336488723756
166,0.29992112815380095,0.24909141063690185
167,0.302014085650444,0.25970369577407837
168,0.25938097536563876,0.2442923903465271
169,0.2760852038860321,0.24293965101242065
170,0.2523137092590332,0.20205575823783875
171,0.2733560472726822,0.2276435136795044
172,0.21655653566122054,0.20090022683143616
173,0.19378584921360015,0.19416396617889403
174,0.25181356370449065,0.1937549352645874
175,0.19874760806560515,0.1865236282348633
176,0.21703276932239532,0.20675203204154968
177,0.21195036321878433,0.22245100736618043
178,0.2790263265371323,0.1865778386592865
179,0.18803561627864837,0.1831890344619751
180,0.18012785613536836,0.16815338730812074
181,0.21225076615810395,0.1497645080089569
182,0.21256986260414124,0.14579221606254578
183,0.28665666878223417,0.13598832488059998
184,0.1912989243865013,0.125101238489151
185,0.20255011171102524,0.13080679178237914
186,0.2059256687760353,0.12224995493888854
187,0.24017822742462158,0.1412867486476898
188,0.19619145542383193,0.12448608875274658
189,0.18730515837669373,0.12442498207092285
190,0.24583739489316941,0.12622910141944885
191,0.16324879229068756,0.10024268031120301
192,0.21867258846759796,0.10350297689437866
193,0.1520566388964653,0.08231576681137084
194,0.16686285883188248,0.097933229804039
195,0.21012390553951263,0.08915500640869141
196,0.15881687849760057,0.08024527132511139
197,0.15763744264841079,0.09044339954853058
198,0.12191283851861953,0.0821312576532364
199,0.11431601941585541,0.08235307633876801
200,0.15373862981796266,0.07560386657714843
201,0.1630506232380867,0.08777318894863129
202,0.21307312399148942,0.07697423696517944
203,0.15760858058929444,0.07360745072364808
204,0.17595560401678084,0.07007462680339813
205,0.19211827218532562,0.07114859521389008
206,0.1085356429219246,0.07772699296474457
207,0.11148519366979599,0.07968322932720184
208,0.1942061960697174,0.0771067351102829
209,0.13532116189599036,0.05824474692344665
210,0.1756186902523041,0.05085117071866989
211,0.21803780198097228,0.07349517047405243
212,0.25812702625989914,0.058496877551078796
213,0.1486680969595909,0.0565371572971344
214,0.13587444573640822,0.054987309873104094
215,0.14991939216852188,0.06668787449598312
216,0.11485558748245239,0.06528073698282241
217,0.20880530029535294,0.043050128221511844
218,0.1928872734308243,0.055515871942043306
219,0.12203108221292495,0.04733567982912064
220,0.1485259488224983,0.0477884441614151
221,0.1020478755235672,0.042542102932929995
222,0.21450134217739106,0.04034803509712219
223,0.138445183634758,0.04445689916610718
224,0.11382479146122933,0.041722851991653445
225,0.11608621329069138,0.03677847385406494
226,0.08315830826759338,0.041876931488513944
227,0.1415698856115341,0.04437660574913025
228,0.1894921436905861,0.04048071652650833
229,0.10816826671361923,0.03635861426591873
230,0.17424433529376984,0.04270678907632828
231,0.10697271674871445,0.037897469103336336
232,0.1990315169095993,0.054939617216587064
233,0.1384017750620842,0.035778680443763734
234,0.1003596156835556,0.03745763450860977
235,0.11434513553977013,0.03806465268135071
236,0.203871650993824,0.04521302282810211
237,0.12052695006132126,0.031170368194580078
238,0.1311110481619835,0.04135977625846863
239,0.1803978681564331,0.03371828645467758
240,0.12330115884542465,0.03641897067427635
241,0.1045690007507801,0.02792389988899231
242,0.1384229063987732,0.02920384854078293
243,0.17564765214920045,0.03551276326179505
244,0.09996671006083488,0.0352272167801857
245,0.12659833207726479,0.030691006779670717
246,0.12700914293527604,0.032788676023483274
247,0.19706940054893493,0.036937455832958224
248,0.1314978525042534,0.027083136886358262
249,0.07195859104394912,0.02691579908132553
250,0.09445499405264854,0.02374941259622574
251,0.1779930055141449,0.026495753973722457
252,0.17888492718338966,0.037681208550930025
253,0.17329039201140403,0.02895282655954361
254,0.08998838812112808,0.0253200501203537
255,0.2304556056857109,0.03381809592247009
256,0.11254312694072724,0.03141865283250809
257,0.15051173269748688,0.025002320110797883
258,0.20085684061050416,0.04007200300693512
259,0.1649742305278778,0.028373152762651444
260,0.08759490512311459,0.025126715749502183
261,0.19831313490867614,0.02622511312365532
262,0.1729937694966793,0.02229409068822861
263,0.16665641516447066,0.03532617688179016
264,0.14112295359373092,0.02451101541519165
265,0.10085539817810059,0.021839357912540436
266,0.14952614158391953,0.032131636142730714
267,0.1742545820772648,0.032856236398220065
268,0.13735465705394745,0.028485630452632905
269,0.18802654147148132,0.03546769917011261
270,0.1035713016986847,0.02100742682814598
271,0.1681530900299549,0.025844572484493254
272,0.10332449525594711,0.0316531591117382
273,0.12764426469802856,0.023729702830314635
274,0.1525316946208477,0.02074408158659935
275,0.1751828297972679,0.023700392991304397
276,0.1819610334932804,0.029674005508422852
277,0.12426488250494003,0.03082399591803551
278,0.15527259707450866,0.01861024498939514
279,0.12823653146624564,0.02086644247174263
280,0.1405978359282017,0.021571747958660126
281,0.11260291486978531,0.02544225975871086
282,0.09989594742655754,0.01862426847219467
283,0.1217886045575142,0.030156168341636657
284,0.09052965119481086,0.023151034861803053
285,0.18023584187030792,0.031235992908477783
286,0.27879906743764876,0.022729063779115675
287,0.10108736902475357,0.030604079365730286
288,0.0877203330397606,0.020697417855262756
289,0.17899438962340355,0.023179886490106584
290,0.16206815242767333,0.02406012937426567
291,0.12418205589056015,0.031895533204078674
292,0.11061149947345257,0.023197828233242034
293,0.06871394515037536,0.02692432552576065
294,0.19760235249996186,0.019634725898504256
295,0.12873422503471374,0.02041812390089035
296,0.23346202373504638,0.017779695987701415
297,0.1511652059853077,0.02055085077881813
298,0.14392130672931672,0.03255950957536698
299,0.07494634985923768,0.022997478395700453
300,0.21820967867970467,0.028178628534078598
301,0.17981317341327668,0.021118270605802535
302,0.10268863327801228,0.02339205890893936
303,0.21663738489151002,0.02409518137574196
304,0.11520286947488785,0.02162778899073601
305,0.16269632950425147,0.02103084549307823
306,0.12495010383427144,0.02184230387210846
307,0.08010639175772667,0.016918590664863585
308,0.14696223437786102,0.022158167511224746
309,0.09494509696960449,0.020580463856458665
310,0.09314534366130829,0.01971566751599312
311,0.16368525624275207,0.02214241623878479
312,0.12857070192694664,0.02401847392320633
313,0.11781340986490249,0.020160283148288726
314,0.08407061770558358,0.021367833763360978
315,0.1613422989845276,0.019636911898851396
316,0.13512755036354065,0.02495916411280632
317,0.17643411457538605,0.01803000792860985
318,0.09387568458914756,0.022061511874198914
319,0.12588577717542648,0.021619006991386414
320,0.1259934611618519,0.019466307759284974
321,0.08019268065690995,0.018075012415647507
322,0.12489514499902725,0.02062103748321533
323,0.13218290433287622,0.017973359674215317
324,0.15828336775302887,0.019231397658586502
325,0.11132247447967529,0.02202376052737236
326,0.10988839864730834,0.018857202678918838
327,0.0696636751294136,0.01750102937221527
328,0.1075033724308014,0.017319051921367644
329,0.11426125168800354,0.018352172523736953
330,0.13155415803194045,0.016719928383827208
331,0.11032160297036171,0.016167867928743362
332,0.1408628463745117,0.01832409352064133
333,0.25022815614938737,0.02741709500551224
334,0.12088993340730667,0.026285330951213836
335,0.13345761001110076,0.020874854177236557
336,0.16616165339946748,0.017343053221702577
337,0.06184085011482239,0.01688276752829552
338,0.1773796983063221,0.019439203292131425
339,0.0858824223279953,0.01695951074361801
340,0.06695509850978851,0.01631944328546524
341,0.17651846408843994,0.026635336130857466
342,0.10945933312177658,0.018472058326005937
343,0.0977020502090454,0.01544603705406189
344,0.09878262877464294,0.018336660414934158
345,0.10717475414276123,0.028050780296325684
346,0.12675914391875268,0.028229736536741257
347,0.127056547999382,0.027013153582811356
348,0.06627780701965094,0.023055271804332735
349,0.09365238770842552,0.025610287487506867
350,0.11643676236271858,0.029911340773105623
351,0.15524281784892083,0.03105529248714447
352,0.10531139299273491,0.026358667761087418
353,0.09727788716554642,0.021069120988249777
354,0.08198341354727745,0.01795809268951416
355,0.18123970478773116,0.02931666821241379
356,0.19376218020915986,0.024890310317277908
357,0.17629486620426177,0.02362745851278305
358,0.135690937936306,0.018424645811319352
359,0.20604680478572845,0.0226744145154953
360,0.13115873336791992,0.023331153392791747
361,0.11539193987846375,0.018929357081651686
362,0.19587682634592057,0.021334463357925416
363,0.1186358705163002,0.02524363696575165
364,0.1218108244240284,0.026938614249229432
365,0.11546286940574646,0.024484966695308686
366,0.20402608215808868,0.023013341426849365
367,0.16566113233566285,0.029989510774612427
368,0.0864861212670803,0.024544107913970947
369,0.07910118624567986,0.02793746069073677
370,0.11653896123170852,0.03190595656633377
371,0.07948343157768249,0.023112554103136063
372,0.14415049329400062,0.023438145965337755
373,0.1010299950838089,0.020573476701974867
374,0.15732407048344613,0.01751721277832985
375,0.08967839553952217,0.024170630425214768
376,0.18730402439832688,0.023113804310560225
377,0.13245187997817992,0.020659368485212326
378,0.2115623414516449,0.02006809040904045
379,0.12507384717464448,0.022404231131076813
380,0.13114204183220862,0.02168234810233116
381,0.11395900472998619,0.021271169185638428
382,0.07789351642131806,0.01637590453028679
383,0.16263034492731093,0.02458178550004959
384,0.1017000399529934,0.018105261772871018
385,0.0661506287753582,0.025790055096149445
386,0.14229773953557015,0.02441539764404297
387,0.07713875509798526,0.014379287883639336
388,0.18458904400467874,0.021366013586521147
389,0.06628687903285027,0.024235451966524123
390,0.11550559848546982,0.016497693210840225
391,0.10173394605517387,0.02473890408873558
392,0.1827871859073639,0.022251799702644348
393,0.10783487483859062,0.02124100998044014
394,0.08874914646148682,0.01931813359260559
395,0.1744412362575531,0.023497828096151353
396,0.09226517155766487,0.02226119041442871
397,0.10610540583729744,0.024787142127752303
398,0.1524268478155136,0.03516561090946198
399,0.1222926452755928,0.0284623384475708
400,0.1162749096751213,0.023630210757255556
401,0.05483490079641342,0.022397180646657945
402,0.08190900236368179,0.026695002615451813
403,0.11498812809586526,0.025534814596176146
404,0.12327386662364007,0.013906245306134223
405,0.12031282857060432,0.01924353316426277
406,0.12304680570960044,0.020320384204387663
407,0.07664763927459717,0.018496599793434144
408,0.0962445706129074,0.018536271154880525
409,0.17332685142755508,0.02901907414197922
410,0.18375616520643234,0.03378141969442368
411,0.1460448682308197,0.027328945696353912
412,0.18535959273576735,0.03433858156204224
413,0.08155614137649536,0.02138802781701088
414,0.1172252617776394,0.021358029544353486
415,0.08792519271373749,0.023384514451026916
416,0.10839895978569984,0.025224554538726806
417,0.06215846836566925,0.023071251809597015
418,0.16601696759462356,0.02764863520860672
419,0.1171297125518322,0.020844102650880814
420,0.07689923830330372,0.02390056774020195
421,0.08883277028799057,0.021818972378969192
422,0.07837208658456803,0.020847897976636887
423,0.1309579350054264,0.018332891166210175
424,0.2203194297850132,0.02301318496465683
425,0.14322924762964248,0.03518637716770172
426,0.13184399753808976,0.03182314783334732
427,0.11238247230648994,0.024055774509906768
428,0.12368486672639847,0.019006026536226274
429,0.0687345776706934,0.019733799248933794
430,0.0651929497718811,0.01494235023856163
431,0.11974547207355499,0.02128988429903984
432,0.132448011636734,0.02559056431055069
433,0.09552131965756416,0.02457151487469673
434,0.12179180234670639,0.015829213708639146
435,0.10814806818962097,0.023779548704624176
436,0.09803071990609169,0.019838301837444304
437,0.16075992956757545,0.01656273603439331
438,0.1445274032652378,0.016756001859903336
439,0.10904482454061508,0.01608814001083374
440,0.10141192823648452,0.014859354496002198
441,0.14659619331359863,0.016100750863552095
442,0.17750431150197982,0.019496420025825502
443,0.1556482121348381,0.024564803391695023
444,0.12714648619294167,0.026602991670370103
445,0.21927076280117036,0.023649968951940537
446,0.1600399360060692,0.030636203289031983
447,0.10619537085294724,0.02597219869494438
448,0.11492630690336228,0.024708447605371477
449,0.11567261219024658,0.015631966292858124
450,0.14331704005599022,0.019232338666915892
451,0.15011756792664527,0.015141277760267257
452,0.11279770582914353,0.017957108467817305
453,0.13354455009102822,0.02257865071296692
454,0.09237381890416145,0.01990031823515892
455,0.10349013507366181,0.01626969650387764
456,0.11090880259871483,0.022831623256206513
457,0.07384624127298593,0.01862717270851135
458,0.13354825153946875,0.01923208236694336
459,0.10491741597652435,0.020428413152694704
460,0.13711579293012618,0.014990943297743798
461,0.1479097530245781,0.01463707685470581
462,0.10921918302774429,0.017917906492948533
463,0.07397908121347427,0.016970249265432356
464,0.10260367840528488,0.022970130294561387
465,0.1317158170044422,0.01793600395321846
466,0.16541698724031448,0.029403182864189147
467,0.12263113036751747,0.017046868801116943
468,0.14872172921895982,0.017507930845022203
469,0.1216532375663519,0.01409490592777729
470,0.15577727258205415,0.01724053844809532
471,0.09835441000759601,0.01929543986916542
472,0.12785679399967192,0.020285388082265855
473,0.10247591212391853,0.019495095312595367
474,0.1718320444226265,0.02515343427658081
475,0.08310532681643963,0.01885407939553261
476,0.15177667289972305,0.024036217480897903
477,0.21443604826927185,0.023333384841680526
478,0.11783458143472672,0.016610822081565856
479,0.09179609082639217,0.01612696647644043
480,0.12977408096194268,0.0155472531914711
481,0.13590219914913176,0.013893524557352066
482,0.07064084187150002,0.023758421838283538
483,0.18736993744969369,0.017572084069252016
484,0.2048765428364277,0.024353135377168655
485,0.16126556545495987,0.025503168255090712
486,0.17764261960983277,0.027729637175798415
487,0.15210529714822768,0.025082799792289733
488,0.12798293754458429,0.01727386564016342
489,0.04097171667963266,0.01632043868303299
490,0.06760596334934235,0.0121138796210289
491,0.11177813932299614,0.014487686008214951
492,0.140542733669281,0.016976523399353027
493,0.14597633555531503,0.016282600164413453
494,0.12730339765548707,0.022080321609973908
495,0.18684119135141372,0.01231260746717453
496,0.11948330625891686,0.021952077001333236
497,0.07473276369273663,0.015115928649902344
498,0.16580843403935433,0.016618914902210236
499,0.16850504726171495,0.019506922364234923
500,0.11692256405949593,0.016331450641155244
501,0.0921174630522728,0.017840902507305145
502,0.07207584381103516,0.014679274335503579
503,0.08049685880541801,0.015552273392677307
504,0.12225276567041873,0.018160994350910186
505,0.1887865334749222,0.01986996904015541
506,0.12122863084077835,0.015848324447870255
507,0.15151542723178862,0.01734929084777832
508,0.1190976083278656,0.015736020728945734
509,0.12908379584550858,0.014995777606964111
510,0.11724161803722381,0.021035128831863405
511,0.1535511314868927,0.02049581930041313
512,0.10420127660036087,0.0312765009701252
513,0.12407560497522355,0.021499601751565935
514,0.15816299840807915,0.025064100325107575
515,0.17766562700271607,0.022614561021327972
516,0.052337531745433805,0.013084745779633523
517,0.18037892132997513,0.015733852237462997
518,0.13752726465463638,0.021623243391513825
519,0.12654662877321243,0.012742920964956283
520,0.04488583132624626,0.013482493162155152
521,0.19895156770944594,0.016107551008462905
522,0.14934495091438293,0.018247486650943757
523,0.11524663120508194,0.014643333852291107
524,0.12084309086203575,0.024501337110996245
525,0.1102812983095646,0.01731657013297081
526,0.11552259027957916,0.017392126470804216
527,0.11782384663820267,0.014731337130069733
528,0.08806454688310623,0.013377111777663231
529,0.13056565597653388,0.01791814938187599
530,0.1425015337765217,0.02236553132534027
531,0.12282993644475937,0.02040763422846794
532,0.09821274690330029,0.017002119123935698
533,0.15955782681703568,0.01733224615454674
534,0.151562836766243,0.026186536252498626
535,0.0958359606564045,0.018455102294683456
536,0.20983152091503143,0.01617306098341942
537,0.09534380622208119,0.0182655930519104
538,0.08405631110072136,0.019147537648677826
539,0.11750300005078315,0.016245020925998686
540,0.14298523515462874,0.018090330809354783
541,0.1017179660499096,0.013585707172751427
542,0.06610307060182094,0.013751109689474105
543,0.08842844292521476,0.02377450093626976
544,0.13004738986492156,0.014788825809955598
545,0.10546249970793724,0.01621829643845558
546,0.2040833503007889,0.02242477089166641
547,0.12739692330360414,0.01747589260339737
548,0.12243253588676453,0.020296698808670043
549,0.21895598918199538,0.01914761811494827
550,0.15588994920253754,0.02240440770983696
551,0.09500845223665237,0.022766482830047608
552,0.11405005753040313,0.02673281282186508
553,0.038691191002726555,0.018192382901906966
554,0.16992586031556128,0.019045278429985046
555,0.1453542321920395,0.017231141775846483
556,0.17192796021699905,0.017656507343053816
557,0.06215074993669987,0.016725612431764604
558,0.06777800321578979,0.019656484574079515
559,0.09835994020104408,0.015291249752044678
560,0.08564982786774636,0.027322302758693694
561,0.168333101272583,0.019740867614746093
562,0.10781373158097267,0.023309845477342606
563,0.15899378880858422,0.023578097671270372
564,0.12214552387595176,0.024285975098609924
565,0.10025768503546714,0.028481446951627732
566,0.1577238142490387,0.021001642942428587
567,0.1568459078669548,0.01686701774597168
568,0.12358348369598389,0.017281585186719895
569,0.0990220308303833,0.02000436782836914
570,0.1330946907401085,0.016707494854927063
571,0.09501179084181785,0.013703607022762299
572,0.1557133287191391,0.014279346168041229
573,0.1223161205649376,0.016072794795036316
574,0.1171958401799202,0.019434614479541777
575,0.058341411501169206,0.014191850274801254
576,0.06315441504120826,0.019171766936779022
577,0.1458002507686615,0.020398005470633508
578,0.10317112132906914,0.015202172473073006
579,0.10327210240066051,0.023462720215320587
580,0.09683667793869973,0.01856195479631424
581,0.08047053590416908,0.01507377102971077
582,0.13369207978248596,0.020945274084806443
583,0.14316078312695027,0.0158765971660614
584,0.12330465316772461,0.02869373857975006
585,0.07552593350410461,0.012948846444487572
586,0.07553738206624985,0.017314009368419647
587,0.1591782558709383,0.020247671008110046
588,0.11241129711270333,0.021215812116861344
589,0.11747393906116485,0.020313244313001633
590,0.0640775416046381,0.01758371740579605
591,0.0955836109817028,0.026823878288269043
592,0.10820127837359905,0.019373682141304017
593,0.1835962176322937,0.014340217411518096
594,0.10685304030776024,0.016498111933469773
595,0.14283485412597657,0.014681463316082954
596,0.19642633944749832,0.01726568192243576
597,0.05254722684621811,0.02054838389158249
598,0.17473043650388717,0.01688125543296337
599,0.11215564906597138,0.02279040217399597
600,0.1758605495095253,0.01623099222779274
601,0.12285101264715195,0.017998156696558
602,0.16223284304142,0.01732045188546181
603,0.1603003814816475,0.015232709050178529
604,0.17826479971408843,0.019831788539886475
605,0.18801935464143754,0.020400188863277435
606,0.10451433956623077,0.016580407321453095
607,0.15175773426890374,0.01565369814634323
608,0.0504051573574543,0.015272571891546249
609,0.07850471958518028,0.013326094299554826
610,0.09655606001615524,0.016820353269577027
611,0.07635979428887367,0.022216244786977767
612,0.163077312707901,0.017631158977746964
613,0.08973486050963402,0.01604994237422943
614,0.17155443429946898,0.016056080907583238
615,0.13331858813762665,0.016148149222135543
616,0.09706368073821067,0.024508777260780334
617,0.09686647653579712,0.015735410898923875
618,0.0626590184867382,0.016740715503692626
619,0.07212562933564186,0.020599035918712615
620,0.13911914452910423,0.016369928419589997
621,0.1364102903753519,0.015721728652715684
622,0.12761934027075766,0.02196546122431755
623,0.08084890395402908,0.017007647454738616
624,0.1215040348470211,0.015673097223043442
625,0.13379628211259842,0.014367730915546417
626,0.0897384425625205,0.016520780324935914
627,0.04470927566289902,0.022770245373249055
628,0.15094683468341827,0.014956226944923401
629,0.14007003605365753,0.014335448294878006
630,0.09205278307199478,0.015707413107156752
631,0.06381947547197342,0.018685850501060485
632,0.07185733839869499,0.013225554674863815
633,0.06613022275269032,0.013226008415222168
634,0.1233429167419672,0.01656102165579796
635,0.0735321119427681,0.016212471574544907
636,0.16144795566797257,0.017596502602100373
637,0.10880488753318787,0.01547243669629097
638,0.12500724643468858,0.015353447943925857
639,0.13238825798034667,0.028928923606872558
640,0.07229543477296829,0.02798996865749359
641,0.16007113009691237,0.019484296441078186
642,0.1824023976922035,0.019616980105638504
643,0.1631671518087387,0.015085579454898834
644,0.11848971284925938,0.015441408753395081
645,0.18969713263213633,0.018736588209867476
646,0.1247042715549469,0.015115902572870255
647,0.1804204672574997,0.014143731445074081
648,0.08095521442592143,0.01377362310886383
649,0.12049998790025711,0.014890373498201371
650,0.08655300289392472,0.021169808506965638
651,0.1004404678940773,0.01243775598704815
652,0.1983503520488739,0.020762381702661516
653,0.11736594885587692,0.014171232283115388
654,0.14573091715574266,0.015576037019491196
655,0.10631481781601906,0.015264665335416793
656,0.09267475232481956,0.015437209978699684
657,0.061226945370435715,0.01606096401810646
658,0.10244214832782746,0.02532503604888916
659,0.08905111253261566,0.018888543546199798
660,0.05205370336771011,0.014771583676338195
661,0.10708529390394687,0.01839664801955223
662,0.10718644559383392,0.01249586120247841
663,0.09088527113199234,0.014825018122792244
664,0.08691183850169182,0.012559198588132859
665,0.09876502379775047,0.013324365019798279
666,0.14598697796463966,0.018283353373408317
667,0.10347267240285873,0.020575205981731414
668,0.06822032257914543,0.014537719637155532
669,0.1417579736560583,0.013528800383210183
670,0.09738177806138992,0.016181356459856033
671,0.2009199380874634,0.01904064491391182
672,0.18479507118463517,0.020159749686717986
673,0.13008038476109504,0.018299979716539384
674,0.12056519351899624,0.01842251978814602
675,0.09004517942667008,0.0182878989726305
676,0.13870754577219485,0.012600459158420563
677,0.0825323261320591,0.017513474076986314
678,0.12580023035407067,0.015013547986745835
679,0.148417104780674,0.015448476374149322
680,0.08794903308153153,0.01930648908019066
681,0.13246504962444305,0.014462214708328248
682,0.14857034981250763,0.01723356768488884
683,0.0665769586339593,0.015428464114665984
684,0.10729876086115837,0.019280513375997545
685,0.095235875248909,0.015695638209581374
686,0.18436617404222488,0.017131757736206055
687,0.1531205952167511,0.015684717148542405
688,0.079228026419878,0.01253354549407959
689,0.09092866256833076,0.012447382509708404
690,0.12587393820285797,0.016221561282873154
691,0.1003274716436863,0.010958633944392204
692,0.05601605251431465,0.014749769121408463
693,0.08973097205162048,0.01985941529273987
694,0.07714744210243225,0.019055209308862685
695,0.1967823974788189,0.02059650719165802
696,0.1693500503897667,0.017906582355499266
697,0.08474115654826164,0.01539941132068634
698,0.11523308008909225,0.016946065425872802
699,0.15199084728956222,0.01870681643486023
700,0.13371584564447403,0.013479797914624215
701,0.1302385300397873,0.01661924198269844
702,0.194960318505764,0.01574053056538105
703,0.07905022576451301,0.015099622309207916
704,0.11669734269380569,0.01361124962568283
705,0.15711975395679473,0.011728167161345482
706,0.13931192606687545,0.01439247764647007
707,0.09225827679038048,0.017644665762782098
